"COUNTRY","Country","VARIABLE","Variable","YEAR","Year","Unit Code","Unit","PowerCode Code","PowerCode","Reference Period Code","Reference Period","Value","Flag Codes","Flags"
"LTU","Lithuania","TRIPS_TOTAL","Total domestic trips","2015","2015","NBR","Number","0","Units",,,14147600,,
"LTU","Lithuania","TRIPS_TOTAL","Total domestic trips","2016","2016","NBR","Number","0","Units",,,14224000,,
"LTU","Lithuania","TRIPS_SAME_DAY","Same-day visitors (excursionists)","2008","2008","NBR","Number","0","Units",,,17131900,,
"LTU","Lithuania","TRIPS_SAME_DAY","Same-day visitors (excursionists)","2009","2009","NBR","Number","0","Units",,,14394500,,
"LTU","Lithuania","TRIPS_SAME_DAY","Same-day visitors (excursionists)","2010","2010","NBR","Number","0","Units",,,11920500,,
"LTU","Lithuania","TRIPS_SAME_DAY","Same-day visitors (excursionists)","2011","2011","NBR","Number","0","Units",,,11708500,,
"LTU","Lithuania","TRIPS_SAME_DAY","Same-day visitors (excursionists)","2012","2012","NBR","Number","0","Units",,,11339200,,
"LTU","Lithuania","TRIPS_SAME_DAY","Same-day visitors (excursionists)","2013","2013","NBR","Number","0","Units",,,10986400,,
"LTU","Lithuania","TRIPS_SAME_DAY","Same-day visitors (excursionists)","2014","2014","NBR","Number","0","Units",,,11245000,,
"LTU","Lithuania","TRIPS_SAME_DAY","Same-day visitors (excursionists)","2015","2015","NBR","Number","0","Units",,,11484400,,
"LTU","Lithuania","TRIPS_SAME_DAY","Same-day visitors (excursionists)","2016","2016","NBR","Number","0","Units",,,11670000,,
"MKD","Former Yugoslav Republic of Macedonia","ACCOMM_SPECIALISED_NIGHTS","Specialised establishments","2008","2008","NBR","Number","0","Units",,,106990,,
"MKD","Former Yugoslav Republic of Macedonia","ACCOMM_SPECIALISED_NIGHTS","Specialised establishments","2009","2009","NBR","Number","0","Units",,,107643,,
"MKD","Former Yugoslav Republic of Macedonia","ACCOMM_SPECIALISED_NIGHTS","Specialised establishments","2010","2010","NBR","Number","0","Units",,,194253,,
"MKD","Former Yugoslav Republic of Macedonia","ACCOMM_SPECIALISED_NIGHTS","Specialised establishments","2011","2011","NBR","Number","0","Units",,,197751,,
"MKD","Former Yugoslav Republic of Macedonia","ACCOMM_SPECIALISED_NIGHTS","Specialised establishments","2012","2012","NBR","Number","0","Units",,,195122,,
"MKD","Former Yugoslav Republic of Macedonia","ACCOMM_SPECIALISED_NIGHTS","Specialised establishments","2013","2013","NBR","Number","0","Units",,,200355,,
"MKD","Former Yugoslav Republic of Macedonia","ACCOMM_SPECIALISED_NIGHTS","Specialised establishments","2014","2014","NBR","Number","0","Units",,,201953,,
"MKD","Former Yugoslav Republic of Macedonia","ACCOMM_PRIVATE_NIGHTS","Private accommodation","2008","2008","NBR","Number","0","Units",,,873356,,
"MKD","Former Yugoslav Republic of Macedonia","ACCOMM_PRIVATE_NIGHTS","Private accommodation","2009","2009","NBR","Number","0","Units",,,778935,,
"MKD","Former Yugoslav Republic of Macedonia","ACCOMM_PRIVATE_NIGHTS","Private accommodation","2010","2010","NBR","Number","0","Units",,,743730,,
"MKD","Former Yugoslav Republic of Macedonia","ACCOMM_PRIVATE_NIGHTS","Private accommodation","2011","2011","NBR","Number","0","Units",,,723385,,
"MKD","Former Yugoslav Republic of Macedonia","ACCOMM_PRIVATE_NIGHTS","Private accommodation","2012","2012","NBR","Number","0","Units",,,666590,,
"MKD","Former Yugoslav Republic of Macedonia","ACCOMM_PRIVATE_NIGHTS","Private accommodation","2013","2013","NBR","Number","0","Units",,,634710,,
"MKD","Former Yugoslav Republic of Macedonia","ACCOMM_PRIVATE_NIGHTS","Private accommodation","2014","2014","NBR","Number","0","Units",,,652111,,
"MLT","Malta","TRIPS_OVERNIGHT","Overnight visitors (tourists)","2012","2012","NBR","Number","0","Units",,,204913,,
"MLT","Malta","TRIPS_OVERNIGHT","Overnight visitors (tourists)","2013","2013","NBR","Number","0","Units",,,189805,,
"MLT","Malta","TRIPS_OVERNIGHT","Overnight visitors (tourists)","2014","2014","NBR","Number","0","Units",,,200383,"B","Break"
"MLT","Malta","TRIPS_OVERNIGHT","Overnight visitors (tourists)","2015","2015","NBR","Number","0","Units",,,219652,,
"MLT","Malta","TRIPS_OVERNIGHT","Overnight visitors (tourists)","2016","2016","NBR","Number","0","Units",,,241216.315,,
"MLT","Malta","ACCOMM_ALL_NIGHTS","Nights in all types of accommodation","2012","2012","NBR","Number","0","Units",,,598219,,
"MLT","Malta","ACCOMM_ALL_NIGHTS","Nights in all types of accommodation","2013","2013","NBR","Number","0","Units",,,468406,,
"MLT","Malta","ACCOMM_ALL_NIGHTS","Nights in all types of accommodation","2014","2014","NBR","Number","0","Units",,,509875.775,"B","Break"
"MLT","Malta","ACCOMM_ALL_NIGHTS","Nights in all types of accommodation","2015","2015","NBR","Number","0","Units",,,584314.146,,
"MLT","Malta","ACCOMM_ALL_NIGHTS","Nights in all types of accommodation","2016","2016","NBR","Number","0","Units",,,630260.054,,
"MLT","Malta","ACCOMM_HOTEL_NIGHTS","Hotels and similar establishments","2012","2012","NBR","Number","0","Units",,,283603,,
"MLT","Malta","ACCOMM_HOTEL_NIGHTS","Hotels and similar establishments","2013","2013","NBR","Number","0","Units",,,92808,"E","Estimated value"
"MLT","Malta","ACCOMM_HOTEL_NIGHTS","Hotels and similar establishments","2014","2014","NBR","Number","0","Units",,,108811.508,"B","Break"
"MLT","Malta","ACCOMM_HOTEL_NIGHTS","Hotels and similar establishments","2015","2015","NBR","Number","0","Units",,,126654.806,,
"MLT","Malta","ACCOMM_HOTEL_NIGHTS","Hotels and similar establishments","2016","2016","NBR","Number","0","Units",,,109171.417,,
"MLT","Malta","ACCOMM_OTHER_COLL_NIGHTS","Other collective establishments","2012","2012","NBR","Number","0","Units",,,172994,,
"MLT","Malta","ACCOMM_OTHER_COLL_NIGHTS","Other collective establishments","2013","2013","NBR","Number","0","Units",,,180001,,
"MLT","Malta","ACCOMM_OTHER_COLL_NIGHTS","Other collective establishments","2014","2014","NBR","Number","0","Units",,,12087.144,"B","Break"
"MLT","Malta","ACCOMM_OTHER_COLL_NIGHTS","Other collective establishments","2015","2015","NBR","Number","0","Units",,,15230.647,,
"MLT","Malta","ACCOMM_OTHER_COLL_NIGHTS","Other collective establishments","2016","2016","NBR","Number","0","Units",,,11521.844,,
"MLT","Malta","ACCOMM_PRIVATE_NIGHTS","Private accommodation","2012","2012","NBR","Number","0","Units",,,141622,,
"MLT","Malta","ACCOMM_PRIVATE_NIGHTS","Private accommodation","2013","2013","NBR","Number","0","Units",,,195597,,
"MLT","Malta","ACCOMM_PRIVATE_NIGHTS","Private accommodation","2014","2014","NBR","Number","0","Units",,,388977.122,"B","Break"
"MLT","Malta","ACCOMM_PRIVATE_NIGHTS","Private accommodation","2015","2015","NBR","Number","0","Units",,,442428.693,,
"MLT","Malta","ACCOMM_PRIVATE_NIGHTS","Private accommodation","2016","2016","NBR","Number","0","Units",,,509566.793,,
"MAR","Morocco","TRIPS_OVERNIGHT","Overnight visitors (tourists)","2008","2008","NBR","Number","0","Units",,,1587475,,
"MAR","Morocco","TRIPS_OVERNIGHT","Overnight visitors (tourists)","2009","2009","NBR","Number","0","Units",,,1702104,,
"MAR","Morocco","TRIPS_OVERNIGHT","Overnight visitors (tourists)","2010","2010","NBR","Number","0","Units",,,1858517,,
"MAR","Morocco","TRIPS_OVERNIGHT","Overnight visitors (tourists)","2011","2011","NBR","Number","0","Units",,,2061201,,
"MAR","Morocco","TRIPS_OVERNIGHT","Overnight visitors (tourists)","2012","2012","NBR","Number","0","Units",,,2265226,,
"MAR","Morocco","TRIPS_OVERNIGHT","Overnight visitors (tourists)","2013","2013","NBR","Number","0","Units",,,2398621,,
"MAR","Morocco","TRIPS_OVERNIGHT","Overnight visitors (tourists)","2014","2014","NBR","Number","0","Units",,,2403039,,
"MAR","Morocco","TRIPS_OVERNIGHT","Overnight visitors (tourists)","2015","2015","NBR","Number","0","Units",,,2644917,,
"MAR","Morocco","TRIPS_OVERNIGHT","Overnight visitors (tourists)","2016","2016","NBR","Number","0","Units",,,2929485,,
"MAR","Morocco","ACCOMM_ALL_NIGHTS","Nights in all types of accommodation","2008","2008","NBR","Number","0","Units",,,172641743.816,,
"MAR","Morocco","ACCOMM_ALL_NIGHTS","Nights in all types of accommodation","2009","2009","NBR","Number","0","Units",,,176766324.15,,
"MAR","Morocco","ACCOMM_ALL_NIGHTS","Nights in all types of accommodation","2010","2010","NBR","Number","0","Units",,,181205732,,
"MAR","Morocco","ACCOMM_ALL_NIGHTS","Nights in all types of accommodation","2011","2011","NBR","Number","0","Units",,,184398798,,
"MAR","Morocco","ACCOMM_ALL_NIGHTS","Nights in all types of accommodation","2012","2012","NBR","Number","0","Units",,,188858500,,
"MAR","Morocco","ACCOMM_ALL_NIGHTS","Nights in all types of accommodation","2013","2013","NBR","Number","0","Units",,,192605782.48,,
"MAR","Morocco","ACCOMM_ALL_NIGHTS","Nights in all types of accommodation","2014","2014","NBR","Number","0","Units",,,195777818.202,,
"MAR","Morocco","ACCOMM_HOTEL_NIGHTS","Hotels and similar establishments","2008","2008","NBR","Number","0","Units",,,3393925,,
"MAR","Morocco","ACCOMM_HOTEL_NIGHTS","Hotels and similar establishments","2009","2009","NBR","Number","0","Units",,,3717778,,
"MAR","Morocco","ACCOMM_HOTEL_NIGHTS","Hotels and similar establishments","2010","2010","NBR","Number","0","Units",,,4065732,,
"MAR","Morocco","ACCOMM_HOTEL_NIGHTS","Hotels and similar establishments","2011","2011","NBR","Number","0","Units",,,4448798,,
"MAR","Morocco","ACCOMM_HOTEL_NIGHTS","Hotels and similar establishments","2012","2012","NBR","Number","0","Units",,,4936518,,
"MAR","Morocco","ACCOMM_HOTEL_NIGHTS","Hotels and similar establishments","2013","2013","NBR","Number","0","Units",,,5183004,,
"MAR","Morocco","ACCOMM_HOTEL_NIGHTS","Hotels and similar establishments","2014","2014","NBR","Number","0","Units",,,5307163,,
"MAR","Morocco","ACCOMM_HOTEL_NIGHTS","Hotels and similar establishments","2015","2015","NBR","Number","0","Units",,,5899237,,
"MAR","Morocco","ACCOMM_HOTEL_NIGHTS","Hotels and similar establishments","2016","2016","NBR","Number","0","Units",,,6551459,,
"MAR","Morocco","ACCOMM_OTHER_COLL_NIGHTS","Other collective establishments","2008","2008","NBR","Number","0","Units",,,45986249.544,,
"MAR","Morocco","ACCOMM_OTHER_COLL_NIGHTS","Other collective establishments","2009","2009","NBR","Number","0","Units",,,46951960.784,,
"MAR","Morocco","ACCOMM_OTHER_COLL_NIGHTS","Other collective establishments","2010","2010","NBR","Number","0","Units",,,47891000,,
"MAR","Morocco","ACCOMM_OTHER_COLL_NIGHTS","Other collective establishments","2011","2011","NBR","Number","0","Units",,,48258000,,
"MAR","Morocco","ACCOMM_OTHER_COLL_NIGHTS","Other collective establishments","2012","2012","NBR","Number","0","Units",,,49464450,,
"MAR","Morocco","ACCOMM_OTHER_COLL_NIGHTS","Other collective establishments","2013","2013","NBR","Number","0","Units",,,50948383.5,,
"MAR","Morocco","ACCOMM_OTHER_COLL_NIGHTS","Other collective establishments","2014","2014","NBR","Number","0","Units",,,52222093.088,,
"MAR","Morocco","ACCOMM_PRIVATE_NIGHTS","Private accommodation","2008","2008","NBR","Number","0","Units",,,123261569.273,,
"MAR","Morocco","ACCOMM_PRIVATE_NIGHTS","Private accommodation","2009","2009","NBR","Number","0","Units",,,126096585.366,,
"MAR","Morocco","ACCOMM_PRIVATE_NIGHTS","Private accommodation","2010","2010","NBR","Number","0","Units",,,129249000,,
"MAR","Morocco","ACCOMM_PRIVATE_NIGHTS","Private accommodation","2011","2011","NBR","Number","0","Units",,,131692000,,
"MAR","Morocco","ACCOMM_PRIVATE_NIGHTS","Private accommodation","2012","2012","NBR","Number","0","Units",,,134457532,,
"MAR","Morocco","ACCOMM_PRIVATE_NIGHTS","Private accommodation","2013","2013","NBR","Number","0","Units",,,136474394.98,,
"MAR","Morocco","ACCOMM_PRIVATE_NIGHTS","Private accommodation","2014","2014","NBR","Number","0","Units",,,138248562.115,,
"SVN","Slovenia","ACCOMM_PRIVATE_NIGHTS","Private accommodation","2008","2008","NBR","Number","0","Units",,,150742,,
"SVN","Slovenia","ACCOMM_PRIVATE_NIGHTS","Private accommodation","2009","2009","NBR","Number","0","Units",,,146253,,
"SVN","Slovenia","ACCOMM_PRIVATE_NIGHTS","Private accommodation","2010","2010","NBR","Number","0","Units",,,131971,,
"SVN","Slovenia","ACCOMM_PRIVATE_NIGHTS","Private accommodation","2011","2011","NBR","Number","0","Units",,,132081,,
"SVN","Slovenia","ACCOMM_PRIVATE_NIGHTS","Private accommodation","2012","2012","NBR","Number","0","Units",,,134895,,
"SVN","Slovenia","ACCOMM_PRIVATE_NIGHTS","Private accommodation","2013","2013","NBR","Number","0","Units",,,147583,,
"SVN","Slovenia","ACCOMM_PRIVATE_NIGHTS","Private accommodation","2014","2014","NBR","Number","0","Units",,,142049,,
"SVN","Slovenia","ACCOMM_PRIVATE_NIGHTS","Private accommodation","2015","2015","NBR","Number","0","Units",,,163959,,
"SVN","Slovenia","ACCOMM_PRIVATE_NIGHTS","Private accommodation","2016","2016","NBR","Number","0","Units",,,192961,,
"ZAF","South Africa","TRIPS_TOTAL","Total domestic trips","2008","2008","NBR","Number","0","Units",,,242200000,,
"ZAF","South Africa","TRIPS_TOTAL","Total domestic trips","2009","2009","NBR","Number","0","Units",,,244900000,,
"ZAF","South Africa","TRIPS_TOTAL","Total domestic trips","2010","2010","NBR","Number","0","Units",,,257400700,,
"ZAF","South Africa","TRIPS_TOTAL","Total domestic trips","2011","2011","NBR","Number","0","Units",,,300800000,,
"ZAF","South Africa","TRIPS_TOTAL","Total domestic trips","2012","2012","NBR","Number","0","Units",,,350200000,,
"ZAF","South Africa","TRIPS_TOTAL","Total domestic trips","2013","2013","NBR","Number","0","Units",,,278700000,,
"ZAF","South Africa","TRIPS_TOTAL","Total domestic trips","2014","2014","NBR","Number","0","Units",,,273884000,,
"ZAF","South Africa","TRIPS_TOTAL","Total domestic trips","2015","2015","NBR","Number","0","Units",,,248903000,,
"ZAF","South Africa","TRIPS_TOTAL","Total domestic trips","2016","2016","NBR","Number","0","Units",,,149486000,,
"ZAF","South Africa","TRIPS_OVERNIGHT","Overnight visitors (tourists)","2008","2008","NBR","Number","0","Units",,,32900000,,
"ZAF","South Africa","TRIPS_OVERNIGHT","Overnight visitors (tourists)","2009","2009","NBR","Number","0","Units",,,30300000,,
"ZAF","South Africa","TRIPS_OVERNIGHT","Overnight visitors (tourists)","2010","2010","NBR","Number","0","Units",,,29700000,,
"ZAF","South Africa","TRIPS_OVERNIGHT","Overnight visitors (tourists)","2011","2011","NBR","Number","0","Units",,,26300000,,
"ZAF","South Africa","TRIPS_OVERNIGHT","Overnight visitors (tourists)","2012","2012","NBR","Number","0","Units",,,25400000,,
"ZAF","South Africa","TRIPS_OVERNIGHT","Overnight visitors (tourists)","2013","2013","NBR","Number","0","Units",,,25200000,,
"ZAF","South Africa","TRIPS_OVERNIGHT","Overnight visitors (tourists)","2014","2014","NBR","Number","0","Units",,,28009000,,
"ZAF","South Africa","TRIPS_OVERNIGHT","Overnight visitors (tourists)","2015","2015","NBR","Number","0","Units",,,24451000,,
"ZAF","South Africa","TRIPS_OVERNIGHT","Overnight visitors (tourists)","2016","2016","NBR","Number","0","Units",,,24280000,,
"ZAF","South Africa","TRIPS_SAME_DAY","Same-day visitors (excursionists)","2008","2008","NBR","Number","0","Units",,,209300000,,
"ZAF","South Africa","TRIPS_SAME_DAY","Same-day visitors (excursionists)","2009","2009","NBR","Number","0","Units",,,214600000,,
"ZAF","South Africa","TRIPS_SAME_DAY","Same-day visitors (excursionists)","2010","2010","NBR","Number","0","Units",,,227700700,,
"ZAF","South Africa","TRIPS_SAME_DAY","Same-day visitors (excursionists)","2011","2011","NBR","Number","0","Units",,,274500000,,
"ZAF","South Africa","TRIPS_SAME_DAY","Same-day visitors (excursionists)","2012","2012","NBR","Number","0","Units",,,324800000,,
"ZAF","South Africa","TRIPS_SAME_DAY","Same-day visitors (excursionists)","2013","2013","NBR","Number","0","Units",,,253500000,,
"ZAF","South Africa","TRIPS_SAME_DAY","Same-day visitors (excursionists)","2014","2014","NBR","Number","0","Units",,,245875000,,
"ZAF","South Africa","TRIPS_SAME_DAY","Same-day visitors (excursionists)","2015","2015","NBR","Number","0","Units",,,224452000,,
"ZAF","South Africa","TRIPS_SAME_DAY","Same-day visitors (excursionists)","2016","2016","NBR","Number","0","Units",,,125206000,,
"JPN","Japan","TRIPS_TOTAL","Total domestic trips","2010","2010","NBR","Number","0","Units",,,631596000,,
"JPN","Japan","TRIPS_TOTAL","Total domestic trips","2011","2011","NBR","Number","0","Units",,,612525000,,
"JPN","Japan","TRIPS_TOTAL","Total domestic trips","2012","2012","NBR","Number","0","Units",,,612750000,,
"JPN","Japan","TRIPS_TOTAL","Total domestic trips","2013","2013","NBR","Number","0","Units",,,630950000,,
"JPN","Japan","TRIPS_TOTAL","Total domestic trips","2014","2014","NBR","Number","0","Units",,,595221000,,
"JPN","Japan","TRIPS_TOTAL","Total domestic trips","2015","2015","NBR","Number","0","Units",,,604715000,,
"JPN","Japan","TRIPS_TOTAL","Total domestic trips","2016","2016","NBR","Number","0","Units",,,641079000,,
"JPN","Japan","TRIPS_OVERNIGHT","Overnight visitors (tourists)","2010","2010","NBR","Number","0","Units",,,317533000,,
"JPN","Japan","TRIPS_OVERNIGHT","Overnight visitors (tourists)","2011","2011","NBR","Number","0","Units",,,313561000,,
"JPN","Japan","TRIPS_OVERNIGHT","Overnight visitors (tourists)","2012","2012","NBR","Number","0","Units",,,315549000,,
"JPN","Japan","TRIPS_OVERNIGHT","Overnight visitors (tourists)","2013","2013","NBR","Number","0","Units",,,320416000,,
"JPN","Japan","TRIPS_OVERNIGHT","Overnight visitors (tourists)","2014","2014","NBR","Number","0","Units",,,297343000,,
"JPN","Japan","TRIPS_OVERNIGHT","Overnight visitors (tourists)","2015","2015","NBR","Number","0","Units",,,312985000,,
"JPN","Japan","TRIPS_OVERNIGHT","Overnight visitors (tourists)","2016","2016","NBR","Number","0","Units",,,325658000,,
"JPN","Japan","TRIPS_SAME_DAY","Same-day visitors (excursionists)","2010","2010","NBR","Number","0","Units",,,314063000,,
"JPN","Japan","TRIPS_SAME_DAY","Same-day visitors (excursionists)","2011","2011","NBR","Number","0","Units",,,298964000,,
"JPN","Japan","TRIPS_SAME_DAY","Same-day visitors (excursionists)","2012","2012","NBR","Number","0","Units",,,297201000,,
"JPN","Japan","TRIPS_SAME_DAY","Same-day visitors (excursionists)","2013","2013","NBR","Number","0","Units",,,310534000,,
"JPN","Japan","TRIPS_SAME_DAY","Same-day visitors (excursionists)","2014","2014","NBR","Number","0","Units",,,297878000,,
